data_referencia,2020-08-15,2021-05-15,2022-08-15,2023-03-15,2023-05-15,2024-08-15,2025-05-15,2026-08-15,2027-05-15,2028-08-15,2029-05-15,2030-08-15,2031-05-15,2032-08-15,2033-05-15,2035-05-15,2037-05-15,2040-08-15,2045-05-15,2050-08-15,2055-05-15,2060-08-15
2020-01-02,0.1222,0.6974,1.63,1.86,1.86,2.27,,2.67,,2.87,,3.0749,,,,3.24,,3.3955,3.4894,3.49,3.4854,
2020-01-03,0.23,0.7108,1.63,1.878,1.8799,2.2857,,2.7,,2.9,,3.0899,,,,3.2573,,3.4245,3.5266,3.53,3.526,
2020-01-06,0.2546,0.7373,1.66,1.9195,1.92,2.34,,2.75,,2.95,,3.1492,,,,3.307,,3.4816,3.5955,3.6,3.5977,
2020-01-07,0.4391,0.77,1.64,1.91,1.91,2.3356,,2.74,,2.94,,3.15,,,,3.31,,3.48,3.5991,3.6,3.6,
2020-01-08,0.56,0.81,1.63,1.8935,1.8935,2.32,,2.7248,,2.92,,3.12,,,,3.29,,3.46,3.5643,3.57,3.57,
2020-01-09,0.6444,0.87,1.6409,1.908,1.91,2.32,2.5268,2.69,,2.91,,3.09,,,,3.29,,3.45,3.5481,3.55,3.55,
2020-01-10,0.7834,0.924,1.7074,1.9521,1.9516,2.3367,2.5303,2.695,,2.9027,,3.08,,,,3.28,,3.4439,3.549,3.5511,3.55,
2020-01-13,0.9896,1.02,1.77,2.0156,2.015,2.402,2.5892,2.751,,2.96,,3.1271,,,,3.3275,,3.4777,3.5732,3.57,3.57,
2020-01-14,1.04,0.98,1.74,1.9828,1.9838,2.371,2.54,2.71,,2.92,,3.09,,,,3.29,,3.44,3.532,3.5322,3.5309,
2020-01-15,1.01,0.93,1.6649,1.92,1.92,2.32,2.4824,2.6833,,2.9,,3.08,,,,3.29,,3.45,3.5432,3.55,3.55,
2020-01-16,1.05,0.98,1.7053,1.9775,1.98,2.3777,2.532,2.7324,,2.9486,,3.1328,,,,3.3344,,3.4863,3.5717,3.5704,3.5731,
2020-01-17,1.046,0.98,1.6428,1.93,1.93,2.35,2.52,2.73,,2.9308,,3.13,,,,3.3206,,3.4753,3.54,3.5383,3.5536,
2020-01-20,1.0744,1.02,1.6773,1.96,1.96,2.3789,2.57,2.77,,2.97,,3.1675,,,,3.3657,,3.51,3.5638,3.5644,3.57,
2020-01-21,1.2167,1.08,1.7,1.97,1.97,2.4,2.5933,2.79,,2.98,,3.1746,,,,3.37,,3.518,3.5667,3.5674,3.5723,
2020-01-22,1.2168,1.0,1.61,1.9,1.9,2.335,2.54,2.73,,2.93,,3.11,,,,3.32,,3.468,3.533,3.54,3.5429,
2020-01-23,1.13,0.9866,1.6029,1.8898,1.89,2.3342,2.54,2.73,,2.9276,,3.1089,,,,3.32,,3.4772,3.5432,3.55,3.5508,
2020-01-24,1.1251,0.96,1.61,1.89,1.89,2.34,2.55,2.7174,,2.8958,,3.09,,,,3.2985,,3.4588,3.5358,3.5444,3.5514,
2020-01-27,1.2256,0.97,1.59,1.8835,1.8831,2.3267,2.5451,2.7137,,2.9,,3.1,,,,3.3087,,3.48,3.56,3.57,3.5741,
2020-01-28,1.32,1.03,1.6247,1.9,1.9,2.31,2.5226,2.68,,2.87,,3.0537,,,,3.2787,,3.4555,3.543,3.55,3.5532,
2020-01-29,1.4453,1.06,1.64,1.887,1.8873,2.26,2.48,2.6331,,2.8211,,3.02,,,,3.24,,3.43,3.5233,3.53,3.5332,
2020-01-30,1.4859,1.103,1.6753,1.9,1.9,2.2833,2.4999,2.65,,2.83,,3.03,,,,3.251,,3.45,3.54,3.55,3.55,
2020-01-31,1.4751,1.1,1.7,1.9098,1.91,2.2926,2.53,2.67,,2.84,,3.0554,,,,3.27,,3.4764,3.562,3.57,3.57,
2020-02-03,1.4608,1.0633,1.68,1.8896,1.89,2.28,2.51,2.6423,,2.8214,,3.0448,,,,3.2536,,3.4673,3.5378,3.54,3.54,
2020-02-04,1.4271,1.0451,1.6874,1.8833,1.8837,2.26,2.48,2.6133,,2.8028,,3.0192,,,,3.2318,,3.4495,3.53,3.5308,3.5309,
2020-02-05,1.3478,1.06,1.6845,1.8718,1.8717,2.2266,2.437,2.5664,,2.76,,2.97,,,,3.1844,,3.4042,3.49,3.49,3.49,
2020-02-06,1.432,1.1,1.7851,1.97,1.97,2.3,2.48,2.61,,2.81,,2.99,,,,3.212,,3.4122,3.4838,3.4912,3.4927,
2020-02-07,1.4048,1.08,1.78,1.9966,1.9994,2.33,2.5,2.6342,,2.8373,,3.014,,,,3.23,,3.4236,3.49,3.4863,3.4929,
2020-02-10,1.378,1.07,1.76,1.97,1.97,2.2976,2.4648,2.5909,,2.8,,2.97,,,,3.19,,3.38,3.45,3.45,3.4568,
2020-02-11,1.348,1.0345,1.72,1.9209,1.9206,2.25,2.42,2.55,,2.7538,,2.93,,,,3.1593,,3.35,3.42,3.4164,3.4228,
2020-02-12,1.2725,0.95,1.65,1.8535,1.8532,2.19,2.3546,2.5,,2.7,,2.8787,,,,3.12,,3.322,3.39,3.39,3.3971,
2020-02-13,1.2367,0.92,1.62,1.8396,1.84,2.1941,2.3604,2.52,,2.71,,2.8974,,,,3.14,,3.3414,3.4125,3.4122,3.4189,
2020-02-14,1.2128,0.89,1.52,1.7126,1.7125,2.0931,2.2772,2.4275,,2.63,,2.825,,,,3.07,,3.2704,3.3518,3.3532,3.3604,
2020-02-17,1.22,0.89,1.52,1.73,1.73,2.12,2.32,2.4656,,2.665,,2.8681,,,,3.1,,3.3099,3.3837,3.3827,3.3923,
2020-02-18,1.2566,0.91,1.52,1.74,1.74,2.16,2.34,2.5,,2.7,,2.8858,,,,3.11,,3.3134,3.3853,3.3846,3.3917,
2020-02-19,1.1781,0.8331,1.4455,1.6575,1.6571,2.0999,2.28,2.441,,2.6575,,2.8442,,,,3.069,,3.2928,3.3705,3.3728,3.3803,
2020-02-20,1.1402,0.82,1.45,1.6604,1.6623,2.1051,2.2841,2.46,,2.68,,2.86,,,,3.0921,,3.3004,3.4036,3.4171,3.4244,
2020-02-21,1.1844,0.82,1.46,1.7,1.7,2.13,2.31,2.5,,2.7279,,2.9163,,,,3.1429,,3.35,3.4543,3.4677,3.4731,
2020-02-26,1.24,0.8789,1.53,1.7784,1.7828,2.21,2.396,2.5897,,2.8156,,3.003,,,,3.23,,3.4388,3.5465,3.56,3.5655,
2020-02-27,1.2965,0.86,1.48,1.743,1.744,2.1823,2.38,2.5832,,2.8116,,3.0077,,,,3.2372,,3.4605,3.5753,3.586,3.5926,
2020-02-28,1.34,0.8522,1.4681,1.7187,1.72,2.1736,2.37,2.5689,,2.7951,,3.01,,,,3.232,,3.459,3.58,3.59,3.592,
2020-03-02,1.26,0.6557,1.2721,1.5021,1.5037,2.0,2.23,2.4532,,2.69,,2.922,,,,3.1602,,3.4,3.5,3.5157,3.5192,
2020-03-03,1.1625,0.5526,1.18,1.42,1.42,1.93,2.16,2.41,,2.6709,,2.9042,,,,3.15,,3.3932,3.4899,3.5036,3.5184,
2020-03-04,1.16,0.5252,1.1469,1.38,1.38,1.85,2.084,2.3465,,2.6339,,2.86,,,,3.1321,,3.3847,3.4846,3.4954,3.5105,
2020-03-05,1.07,0.5567,1.23,1.4909,1.4929,1.98,2.2,2.4645,,2.76,,2.9492,,,,3.2161,,3.466,3.5699,3.58,3.5923,
2020-03-06,0.9792,0.5542,1.23,1.5,1.5,2.0514,2.24,2.51,,2.8,,2.9925,,,,3.25,,3.4799,3.58,3.5925,3.6027,
2020-03-09,1.6,0.8022,1.45,1.7397,1.744,2.33,2.5577,2.8032,,3.0915,,3.2795,,,,3.5325,,3.7255,3.835,3.8681,3.8775,
2020-03-10,1.48,0.77,1.4061,1.65,1.65,2.27,2.5,2.7867,,3.08,,3.27,,,,3.52,,3.7128,3.8368,3.85,3.86,
2020-03-11,1.7096,1.0127,1.7041,2.0402,2.045,2.7182,2.993,3.2539,,3.53,,3.7212,,,,3.9777,,4.2306,4.4495,4.5234,4.5343,
2020-03-12,2.809,1.9542,2.895,2.9901,2.9873,3.6834,3.9742,4.1819,,4.3283,,4.3423,,,,4.5297,,4.8607,5.0177,5.036,5.0271,
2020-03-13,2.55,1.3626,2.2887,2.4874,2.4988,3.0144,3.1657,3.3536,,3.5376,,3.6,,,,3.85,,4.1685,4.3169,4.3229,4.316,
2020-03-16,2.4079,1.0443,2.0,2.4002,2.415,2.9341,3.16,3.416,,3.6447,,3.8102,,,,3.9834,,4.3252,4.45,4.4757,4.4736,
2020-03-17,2.7454,1.03,1.8709,2.17,2.17,2.7,2.92,3.2086,,3.5168,,3.7027,,,,3.9044,,4.2513,4.4023,4.4302,4.4317,
2020-03-18,3.928,1.9983,2.8827,3.1676,3.1681,3.7725,4.0163,4.0629,,4.0578,,4.257,,,,4.4775,,4.7126,4.8225,4.7919,4.8065,
2020-03-19,4.6729,2.1588,3.15,3.29,3.29,3.8057,3.983,4.0999,,4.0139,,4.2527,,,,4.54,,4.6873,4.7358,4.7,4.7136,
2020-03-20,4.6361,2.3381,3.3159,3.4114,3.4116,3.93,4.091,4.1997,,4.1285,,4.3166,,,,4.6034,,4.7377,4.7777,4.7655,4.7735,
2020-03-23,5.0714,2.4951,3.7011,3.9152,3.9155,4.4,4.55,4.5826,,4.63,,4.7196,,,,4.9112,,4.9788,5.0236,5.0123,5.0192,
2020-03-24,4.861,2.15,3.4173,3.5755,3.5806,4.07,4.2291,4.2972,,4.3413,,4.5008,,,,4.6883,,4.7726,4.8547,4.8436,4.8491,
2020-03-25,4.5824,2.1326,3.1262,3.1698,3.17,3.6188,3.8196,3.9952,,4.01,,4.211,,,,4.4268,,4.5079,4.6133,4.6091,4.6121,
2020-03-26,4.5912,2.216,2.9547,2.9917,2.9919,3.343,3.58,3.7482,,3.7854,,3.9939,,,,4.26,,4.3595,4.4725,4.4762,4.4749,
2020-03-27,4.8552,2.1,2.8583,2.8862,2.8872,3.2413,3.4931,3.6695,,3.74,,3.9634,,,,4.2677,,4.3779,4.5095,4.516,4.5131,
2020-03-30,5.2425,2.0756,2.6383,2.6844,2.6868,3.0796,3.36,3.5686,,3.694,,3.9419,,,,4.2551,,4.3625,4.4999,4.5073,4.5028,
2020-03-31,5.4159,1.93,2.43,2.54,2.544,3.0,3.3099,3.5338,,3.7,,3.9776,,,,4.3018,,4.4091,4.55,4.56,4.5551,
2020-04-01,5.3933,1.95,2.4304,2.543,2.5432,3.07,3.3819,3.6482,,3.8,,4.0683,,,,4.4,,4.5,4.64,4.6466,4.6477,
2020-04-02,4.7,1.7628,2.24,2.4378,2.4368,3.0342,3.3668,3.6566,,3.8282,,4.1049,,,,4.44,,4.5536,4.7099,4.72,4.72,
2020-04-03,4.227,1.6565,2.2146,2.4421,2.4442,3.125,3.475,3.7718,,3.9488,,4.2343,,,,4.5813,,4.6991,4.8577,4.8678,4.8652,
2020-04-06,4.1926,1.67,2.2901,2.4978,2.4965,3.1226,3.41,3.7132,,3.8953,,4.1734,,,,4.524,,4.6309,4.7928,4.7994,4.7983,
2020-04-07,4.223,1.6551,2.21,2.3931,2.3942,3.0,3.3,3.632,,3.86,,4.0923,,,,4.47,,4.6023,4.77,4.78,4.78,
2020-04-08,4.4465,1.6225,2.1225,2.2927,2.2918,2.8973,3.19,3.52,,3.7445,,3.98,,,,4.4,,4.5568,4.75,4.7519,4.7523,
2020-04-09,4.7,1.57,1.99,2.15,2.1502,2.7462,2.9961,3.3214,,3.58,,3.8869,,,,4.3199,,4.48,4.6805,4.6842,4.6859,
2020-04-13,4.7,1.5051,1.92,2.0855,2.0842,2.68,2.94,3.29,,3.5625,,3.849,,,,4.3098,,4.51,4.6625,4.68,4.6848,
2020-04-14,4.6938,1.45,1.8323,1.9523,1.9555,2.561,2.807,3.149,,3.4492,,3.7462,,,,4.2194,,4.44,4.5878,4.6,4.6024,
2020-04-15,4.9754,1.4877,1.8157,1.9163,1.9171,2.51,2.7275,3.0766,,3.4024,,3.6788,,,,4.1471,,4.38,4.48,4.46,4.4526,
2020-04-16,5.15,1.52,1.8226,1.8766,1.8776,2.3996,2.63,2.9792,,3.3027,,3.5736,,,,4.0166,,4.25,4.3425,4.35,4.3456,
2020-04-17,4.9871,1.4908,1.8062,1.85,1.85,2.3337,2.5656,2.9177,,3.2522,,3.5227,,,,3.95,,4.164,4.25,4.2448,4.2436,
2020-04-20,5.05,1.34,1.63,1.7,1.7,2.22,2.4701,2.8574,,3.24,,3.4891,,,,3.8992,,4.1117,4.2013,4.1957,4.1953,
2020-04-22,5.1319,1.24,1.53,1.63,1.63,2.19,2.48,2.857,,3.24,,3.47,,,,3.8517,,4.0736,4.1794,4.1816,4.1816,
2020-04-23,5.4254,1.3163,1.6467,1.7986,1.8,2.39,2.688,3.0419,,3.4232,,3.64,,,,4.0122,,4.22,4.3336,4.3358,4.3358,
2020-04-24,5.8409,1.8,2.34,2.4847,2.4917,3.1222,3.45,3.7636,,4.0726,,4.2287,,,,4.5658,,4.7265,4.8129,4.81,4.81,
2020-04-27,5.934,1.955,2.6,2.7676,2.7792,3.263,3.56,3.75,,4.0166,,4.1745,,,,4.5146,,4.6781,4.765,4.7596,4.7612,
2020-04-28,6.0065,1.8,2.3678,2.4,2.4,2.9367,3.23,3.42,,3.6924,,3.8403,,,,4.15,,4.3489,4.4524,4.4452,4.4445,
2020-04-29,6.1071,1.8677,2.2994,2.332,2.3324,2.8411,3.1,3.2949,,3.5739,,3.77,,,,4.0776,,4.27,4.375,4.37,4.37,
2020-04-30,6.6,1.92,2.25,2.2735,2.2747,2.8466,3.11,3.3207,,3.5992,,3.8096,,,,4.1277,,4.33,4.4141,4.4125,4.4126,
2020-05-04,6.5742,1.8474,2.1908,2.2326,2.2344,2.86,3.1354,3.3532,,3.6144,,3.83,,,,4.15,,4.35,4.4306,4.4304,4.4304,
2020-05-05,7.0602,1.79,2.14,2.1546,2.1546,2.84,3.12,3.3322,,3.5968,,3.815,,,,4.1386,,4.3345,4.4138,4.4196,4.42,
2020-05-06,6.6443,1.78,2.12,2.14,2.14,2.85,3.1033,3.3664,,3.6233,,3.8326,,,,4.153,,4.3425,4.4229,4.4258,4.427,
2020-05-07,6.9556,1.68,2.0529,2.1019,2.1025,2.9,3.1652,3.4666,,3.7636,,3.968,,,,4.2794,,4.4576,4.5393,4.5382,4.54,
2020-05-08,6.009,1.5941,1.9119,1.9297,1.93,2.75,3.01,3.3536,,3.7027,,3.942,,,,4.2433,,4.4136,4.4876,4.4818,4.4821,
2020-05-11,5.7994,1.45,1.83,1.869,1.87,2.73,3.02,3.3742,,3.736,,3.9989,,,,4.2863,,4.4438,4.5199,4.51,4.51,
2020-05-12,5.5252,1.5,1.9547,2.0274,2.03,2.858,3.1368,3.4887,,3.8879,,4.2071,,,,4.4516,,4.568,4.6158,4.6,4.5862,
2020-05-13,4.9347,1.4832,2.0058,2.11,2.11,2.9458,3.1992,3.56,,4.0075,,4.2931,,,,4.5138,,4.6172,4.669,4.6602,4.652,
2020-05-14,4.7999,1.4808,1.9108,2.0521,2.052,2.86,3.09,3.4676,,3.9177,,4.222,,,,4.42,,4.5293,4.5939,4.5872,4.58,
2020-05-15,4.6752,1.3497,1.7691,1.9614,1.963,2.76,3.02,3.39,,3.88,,4.1763,,,,4.374,,4.4782,4.5601,4.5643,4.56,
2020-05-18,4.4429,1.2263,1.6548,1.83,1.83,2.62,2.91,3.2632,,3.74,,4.0496,,,,4.2722,,4.3927,4.4922,4.4979,4.5,
2020-05-19,4.3975,1.14,1.62,1.75,1.75,2.56,2.85,3.2002,,3.6658,,3.99,,,,4.2255,,4.3568,4.4704,4.48,4.4841,
2020-05-20,3.8978,0.9664,1.5519,1.6818,1.6837,2.47,2.7769,3.1325,,3.59,,3.9218,,,,4.1705,,4.3099,4.4357,4.4448,4.4458,
2020-05-21,3.7246,0.8841,1.4599,1.62,1.62,2.3531,2.67,3.0148,,3.4431,,3.78,,,,4.0797,,4.2586,4.42,4.4259,4.4266,
2020-05-22,3.7291,0.89,1.4714,1.65,1.66,2.32,2.65,2.9973,,3.4181,,3.7586,,,,4.0904,,4.3047,4.451,4.4595,4.4619,
2020-05-25,3.7034,0.77,1.2862,1.3819,1.3813,2.03,2.356,2.7372,,3.1754,,3.52,,,,3.9158,,4.14,4.32,4.33,4.33,
2020-05-26,3.65,0.7769,1.2799,1.4189,1.4193,2.0699,2.4,2.77,,3.23,,3.5649,,,,3.9624,,4.185,4.36,4.37,4.37,
2020-05-27,3.6138,0.74,1.23,1.34,1.34,1.99,2.33,2.71,,3.1837,,3.5473,,,,3.9591,,4.1858,4.36,4.37,4.37,
2020-05-28,3.4068,0.62,1.14,1.2727,1.2799,1.9576,2.28,2.6878,,3.18,,3.5602,,,,3.9888,,4.2325,4.39,4.397,4.402,
2020-05-29,3.05,0.5,1.1,1.25,1.2528,1.9371,2.26,2.6724,,3.1733,,3.56,,,,3.98,,4.2074,4.3682,4.4,4.4015,
2020-06-01,2.9,0.386,1.0932,1.2733,1.2727,1.9564,2.27,2.7133,,3.2,,3.57,,,,3.986,,4.2193,4.3826,4.4023,4.4036,
2020-06-02,2.4228,0.24,1.0,1.1742,1.1745,1.86,2.1772,2.6245,,3.1216,,3.48,,,,3.9031,,4.1337,4.285,4.3,4.3063,
2020-06-03,2.4159,0.1678,0.9421,1.1382,1.14,1.7798,2.1,2.56,,3.0656,,3.424,,,,3.8425,,4.07,4.1944,4.2,4.2,
2020-06-04,2.359,0.09,0.9242,1.1246,1.1268,1.77,2.1049,2.58,,3.0843,,3.43,,,,3.8373,,4.0681,4.1973,4.2,4.2029,
2020-06-05,1.7054,,0.8387,1.0767,1.0765,1.72,2.0964,2.55,,3.0863,,3.43,,,,3.83,,4.0534,4.1673,4.17,4.17,
2020-06-08,1.1,,0.8543,1.1175,1.12,1.78,2.16,2.58,,3.06,,3.4122,,,,3.8077,,4.0264,4.1139,4.1225,4.1247,
2020-06-09,1.1791,,0.94,1.1796,1.18,1.83,2.18,2.59,,3.1,,3.43,,,,3.832,,4.04,4.1228,4.13,4.13,
2020-06-10,0.343,,0.9,1.16,1.16,1.83,2.18,2.5725,,3.06,,3.3882,,,,3.79,,4.0112,4.1045,4.1174,4.12,
2020-06-12,,,0.8851,1.1586,1.16,1.8442,2.15,2.56,,3.05,,3.35,,,,3.77,,4.0099,4.1297,4.15,4.15,
2020-06-15,,,0.87,1.16,1.16,1.8637,2.14,2.56,,3.03,,3.33,,,,3.7552,,4.0184,4.1648,4.19,4.19,
2020-06-16,,,0.8914,1.2171,1.2171,1.9,2.17,2.6,,3.06,,3.34,,,,3.7754,,4.0568,4.2148,4.25,4.2558,
2020-06-17,,,0.86,1.1497,1.15,1.84,2.12,2.5145,,2.95,,3.2675,,,,3.725,,4.0147,4.15,4.18,4.19,
2020-06-18,,,0.85,1.177,1.1777,1.8629,2.18,2.57,,3.02,,3.3435,,,,3.8,,4.0821,4.22,4.25,4.2575,
2020-06-19,,,0.77,1.13,1.13,1.8533,2.2071,2.57,,3.013,,3.3372,,,,3.8062,,4.093,4.23,4.26,4.27,
2020-06-22,,,0.7626,1.1432,1.1434,1.9,2.2697,2.64,,3.0844,,3.4072,,,,3.8854,,4.1757,4.3199,4.35,4.3569,
2020-06-23,,,0.7435,1.1049,1.1054,1.89,2.27,2.615,,3.05,,3.3635,,,,3.8418,,4.1232,4.2618,4.2824,4.2847,
2020-06-24,,,0.7572,1.15,1.15,1.9293,2.3128,2.67,,3.11,,3.41,,,,3.8947,,4.1735,4.3139,4.3337,4.3367,
2020-06-25,,,0.61,0.98,0.98,1.7418,2.16,2.52,,2.9602,,3.2855,,,,3.79,,4.0817,4.2368,4.26,4.2656,
2020-06-26,,,0.6042,0.9767,0.9778,1.7387,2.1777,2.54,,2.99,,3.3276,,,,3.8343,,4.13,4.29,4.31,4.3194,
2020-06-29,,,0.4903,0.8597,0.8578,1.6311,2.1,2.46,,2.9121,,3.2534,,,,3.77,,4.07,4.2365,4.2458,4.2538,
2020-06-30,,,0.53,0.8469,0.8475,1.63,2.0702,2.44,,2.8778,,3.22,,,,3.7525,,4.0483,4.1943,4.2,4.2094,
2020-07-01,,,0.4623,0.7478,0.7479,1.53,1.9722,2.33,,2.7604,,3.12,,,,3.6532,,3.9526,4.09,4.0999,4.1098,
2020-07-02,,,0.4397,0.7259,0.7243,1.5122,1.98,2.32,,2.7659,,3.1199,,,,3.6513,,3.9517,4.09,4.0999,4.1093,
2020-07-03,,,0.32,0.656,0.6599,1.41,1.9148,2.26,,2.6968,,3.0523,,,,3.5841,,3.8874,4.0236,4.05,4.05,
2020-07-06,,,0.33,0.6881,0.69,1.4336,1.92,2.28,,2.69,,3.04,,,,3.5662,,3.8655,3.99,4.0,4.0027,
2020-07-07,,,0.354,0.7298,0.73,1.51,1.97,2.36,,2.76,,3.0951,,,,3.6149,,3.9069,4.02,4.03,4.03,
2020-07-08,,,0.4352,0.826,0.8291,1.5927,1.9832,2.3542,,2.7445,,3.0779,,,,3.5937,,3.89,4.0,4.008,4.0078,
2020-07-09,,,0.3734,0.8162,0.8172,1.54,1.91,2.2573,,2.6611,,3.0,,,,3.51,,3.8247,3.9542,3.9706,3.975,
2020-07-10,,,0.2941,0.7019,0.7019,1.409,1.79,2.139,,2.577,,2.93,,,,3.44,,3.756,3.9039,3.9299,3.93,
2020-07-13,,,0.27,0.66,0.66,1.3816,1.77,2.15,,2.6218,,2.9867,,,,3.4653,,3.7842,3.9309,3.9557,3.9553,
2020-07-14,,,0.27,0.64,0.64,1.35,1.7527,2.15,,2.6555,,3.02,,,,3.4833,,3.7958,3.95,3.9853,3.98,
2020-07-15,,,0.2926,0.66,0.66,1.3841,1.7773,2.17,,2.67,,3.03,,,,3.47,,3.7972,3.9522,3.98,3.9821,
2020-07-16,,,0.33,0.71,0.71,1.42,1.8238,2.1875,,2.68,,3.02,,,,3.44,,3.7827,3.9216,3.9544,3.9537,
2020-07-17,,,0.3,0.6948,0.6961,1.4163,1.81,2.1468,,2.6222,,2.9468,,,,3.3563,,3.6923,3.8345,3.86,3.8616,
2020-07-20,,,0.3364,0.7298,0.73,1.45,1.8242,2.1563,,2.6246,,2.9587,,,,3.37,,3.7,3.8415,3.87,3.8705,
2020-07-21,,,0.3261,0.6861,0.6864,1.4,1.7834,2.13,,2.61,,2.94,,,,3.3571,,3.6946,3.8427,3.8725,3.8701,
2020-07-22,,,0.2373,0.6056,0.6099,1.34,1.7442,2.0781,,2.56,,2.9075,,,,3.3273,,3.6709,3.8336,3.87,3.87,
2020-07-23,,,0.23,0.6078,0.61,1.3883,1.78,2.117,,2.59,,2.933,,,,3.34,,3.6885,3.8553,3.8908,3.891,
2020-07-24,,,0.31,0.6587,0.6577,1.415,1.765,2.0822,,2.5657,,2.902,,,,3.3197,,3.6497,3.8198,3.84,3.84,
2020-07-27,,,0.24,0.5651,0.5656,1.3,1.6619,1.9932,,2.4699,,2.8324,,,,3.25,,3.589,3.782,3.8,3.8018,
2020-07-28,,,0.2499,0.5798,0.58,1.31,1.69,2.0308,,2.4976,,2.8576,,,,3.2792,,3.61,3.8,3.8177,3.8179,
2020-07-29,,,0.2799,0.61,0.61,1.3578,1.7298,2.0653,,2.5258,,2.88,,,,3.2819,,3.5911,3.79,3.8001,3.8,
2020-07-30,,,0.25,0.56,0.56,1.29,1.64,1.9746,,2.4199,,2.76,,,,3.1695,,3.4872,3.69,3.7069,3.7068,
2020-07-31,,,0.2999,0.56,0.56,1.2602,1.62,1.96,,2.403,,2.7521,,,,3.16,,3.485,3.6873,3.7025,3.7036,
2020-08-03,,,0.2777,0.57,0.568,1.25,1.61,1.94,,2.3776,,2.7443,,,,3.14,,3.4597,3.66,3.68,3.6799,
2020-08-04,,,0.28,0.5848,0.5839,1.2649,1.6215,1.9699,,2.4227,,2.78,,,,3.18,,3.4966,3.7054,3.73,3.742,
2020-08-05,,,0.2699,0.5897,0.59,1.2978,1.6471,2.0018,,2.4537,,2.8242,,,,3.235,,3.5504,3.7685,3.7848,3.794,
2020-08-06,,,0.077,0.4123,0.4123,1.13,1.5039,1.91,,2.39,,2.7788,,,,3.1975,,3.5179,3.7373,3.7662,3.77,
2020-08-07,,,0.0738,0.41,0.41,1.1616,1.55,1.954,,2.446,,2.83,,,,3.24,,3.58,3.8253,3.8653,3.8738,
2020-08-10,,,0.06,0.41,0.41,1.1801,1.5722,1.9936,,2.49,,2.8666,,,,3.32,,3.6478,3.89,3.93,3.9543,
2020-08-11,,,0.013,0.4045,0.404,1.22,1.617,2.04,,2.5448,,2.94,,,,3.3742,,3.7027,3.9221,3.9412,3.9567,
2020-08-12,,,0.0649,0.4889,0.4882,1.35,1.7455,2.1573,,2.6464,,3.02,,,,3.44,,3.7532,3.96,3.98,3.9966,
2020-08-13,,,0.0402,0.489,0.49,1.37,1.78,2.196,,2.7,,3.0782,,,,3.51,,3.8142,4.02,4.0402,4.06,
2020-08-14,,,0.0139,0.46,0.46,1.3836,1.81,2.21,,2.7,,3.1,,,,3.5221,,3.8161,4.0123,4.03,4.0501,
2020-08-17,,,0.0423,0.4627,0.4632,1.46,1.9065,2.33,,2.7635,,3.1532,,,,3.5235,,3.8253,4.0143,4.0062,4.0212,
2020-08-18,,,,0.3883,0.39,1.3415,1.77,2.2024,,2.6433,,3.0122,,,,3.3915,,3.7,3.8936,3.8853,3.8993,
2020-08-19,,,,0.4145,0.4278,1.429,1.8536,2.3013,,2.7395,,3.08,,,,3.457,,3.7454,3.9352,3.9406,3.9514,
2020-08-20,,,,0.39,0.39,1.39,1.8182,2.28,,2.7174,,3.0517,,,,3.4328,,3.7198,3.9067,3.91,3.92,
2020-08-21,,,0.0047,0.396,0.4062,1.4073,1.82,2.2639,,2.7071,,3.0368,,,,3.4181,,3.7086,3.9023,3.91,3.9134,
2020-08-24,,,0.05,0.4149,0.4173,1.41,1.8015,2.25,,2.68,,3.0157,,,,3.3996,,3.6958,3.8927,3.9029,3.9029,
2020-08-25,,,0.01,0.4059,0.41,1.41,1.806,2.26,,2.6904,,3.02,,,,3.411,,3.7097,3.905,3.9186,3.926,
2020-08-26,,,0.0449,0.4754,0.48,1.52,1.92,2.36,,2.7703,,3.09,,,,3.4761,,3.7802,4.0,4.01,4.0327,
2020-08-27,,,0.09,0.5091,0.51,1.517,1.927,2.3588,,2.7646,,3.09,,,,3.48,,3.78,3.9975,4.0062,4.015,
2020-08-28,,,0.02,0.43,0.43,1.43,1.8535,2.2807,,2.6933,,3.0375,,,,3.4437,,3.7475,3.9625,3.9739,3.9982,
2020-08-31,,,,0.4168,0.4165,1.4305,1.8776,2.32,,2.7453,,3.0771,,,,3.5034,,3.8072,4.0259,4.0418,4.0645,
2020-09-01,,,,0.3979,0.3992,1.4056,1.8466,2.29,,2.71,,3.03,,,,3.4606,,3.7715,4.004,4.02,4.0378,
2020-09-02,,,,0.4,0.4,1.3968,1.8425,2.29,,2.71,,3.0352,,,,3.46,,3.77,4.0,4.02,4.0484,
2020-09-03,,,,0.308,0.3068,1.3046,1.767,2.24,,2.68,,3.0087,,,,3.4281,,3.744,3.9821,4.0066,4.0243,
2020-09-04,,,,0.22,0.22,1.2333,1.71,2.2044,,2.6524,,2.9953,,,,3.43,,3.74,3.98,4.0048,4.0224,
2020-09-08,,,,0.2857,0.2873,1.2948,1.78,2.27,,2.7,,3.05,,,,3.47,,3.7728,4.0136,4.0337,4.0511,
2020-09-09,,,,0.2504,0.25,1.2635,1.7617,2.25,,2.68,,3.03,,,,3.45,,3.75,3.9848,4.0023,4.0242,
2020-09-10,,,,0.2553,0.257,1.336,1.8503,2.3442,,2.7741,,3.13,,,,3.53,,3.8185,4.0416,4.0543,4.0645,
