data_referencia,2020-08-15,2021-05-15,2022-08-15,2023-03-15,2023-05-15,2024-08-15,2025-05-15,2026-08-15,2027-05-15,2028-08-15,2029-05-15,2030-08-15,2031-05-15,2032-08-15,2033-05-15,2035-05-15,2037-05-15,2040-08-15,2045-05-15,2050-08-15,2055-05-15,2060-08-15
2021-10-08,,,2.6036,3.62,3.62,4.2778,4.4444,4.6232,,4.82,,4.8931,,,,4.9367,,5.0114,5.0234,5.0524,5.071,
2021-10-11,,,2.651,3.6572,3.659,4.32,4.4842,4.6761,,4.868,,4.94,,,,4.9809,,5.0535,5.068,5.095,5.1169,
2021-10-13,,,2.7569,3.6588,3.657,4.3136,4.4839,4.6777,,4.8668,,4.94,,,,4.98,,5.06,5.075,5.099,5.1184,
2021-10-14,,,2.9195,3.7198,3.7192,4.3423,4.5275,4.7268,,4.8943,,4.9669,,,,5.0048,,5.0851,5.0989,5.1199,5.1373,
2021-10-15,,,3.1677,3.8372,3.8377,4.4253,4.61,4.78,,4.9307,,5.0138,,,,5.0536,,5.1236,5.1419,5.1716,5.1881,
2021-10-18,,,3.16,3.875,3.8745,4.482,4.66,4.8231,,4.96,,5.0424,,,,5.08,,5.1532,5.1771,5.21,5.23,
2021-10-19,,,3.274,4.09,4.0909,4.724,4.89,5.0185,,5.1142,,5.1361,,,,5.15,,5.2126,5.26,5.28,5.2987,
2021-10-20,,,3.3104,4.1315,4.1339,4.7401,4.9067,5.0377,,5.1494,,5.1937,,,,5.2263,,5.2743,5.3126,5.329,5.3443,
2021-10-21,,,3.6681,4.3965,4.3996,4.9085,5.0465,5.1244,,5.2237,,5.2698,,,,5.296,,5.3591,5.3955,5.4158,5.4296,
2021-10-22,,,4.0075,4.7069,4.7072,5.0411,5.0629,5.124,,5.2236,,5.2959,,,,5.3388,,5.383,5.4171,5.4336,5.4548,
2021-10-25,,,4.3953,5.0192,5.0178,5.2093,5.2806,5.3337,,5.3585,,5.4021,,,,5.4132,,5.4422,5.4809,5.4977,5.5197,
2021-10-26,,,4.2878,5.05,5.0526,5.37,5.42,5.44,,5.46,,5.4862,,,,5.4923,,5.5,5.5299,5.5484,5.5594,
2021-10-27,,,4.5128,5.1859,5.1869,5.3952,5.42,5.43,,5.4638,,5.4725,,,,5.4778,,5.4801,5.492,5.5081,5.5165,
2021-10-28,,,4.9119,5.6766,5.6759,5.728,5.7178,5.7163,,5.6761,,5.6341,,,,5.6404,,5.6463,5.6497,5.6593,5.6785,
2021-10-29,,,4.8832,5.47,5.4683,5.5065,5.4998,5.46,,5.4631,,5.4693,,,,5.4818,,5.4839,5.4989,5.5041,5.5167,
2021-11-01,,,4.9523,5.55,5.55,5.5761,5.57,5.51,,5.52,,5.5225,,,,5.53,,5.5264,5.5392,5.5444,5.5556,
2021-11-03,,,4.9544,5.46,5.463,5.3351,5.2835,5.217,,5.2188,,5.2088,,,,5.2,,5.2243,5.2495,5.2714,5.2824,
2021-11-04,,,5.0431,5.49,5.49,5.4,5.3554,5.295,,5.3026,,5.2862,,,,5.2898,,5.3078,5.3343,5.3532,5.3638,
2021-11-05,,,4.92,5.4465,5.4456,5.398,5.3697,5.31,,5.3232,,5.3142,,,,5.3239,,5.3508,5.3726,5.3911,5.3976,
2021-11-08,,,4.895,5.4593,5.4668,5.4132,5.38,5.3154,,5.3226,,5.32,,,,5.32,,5.3354,5.3502,5.3753,5.3845,
2021-11-09,,,4.8,5.4243,5.4252,5.34,5.3051,5.2266,,5.23,,5.23,,,,5.2334,,5.2631,5.2927,5.3293,5.339,
2021-11-10,,,4.6419,5.44,5.44,5.3918,5.3627,5.2744,,5.2918,,5.275,,,,5.2755,,5.2972,5.3275,5.354,5.3649,
2021-11-11,,,4.4189,5.3,5.3004,5.33,5.3277,5.27,,5.2762,,5.26,,,,5.2596,,5.2819,5.31,5.3386,5.3475,
2021-11-12,,,4.2382,5.1851,5.1842,5.227,5.2277,5.19,,5.2,,5.19,,,,5.1857,,5.2263,5.2714,5.2958,5.3053,
2021-11-16,,,4.185,5.15,5.15,5.2776,5.2946,5.2644,,5.2767,,5.27,,,,5.27,,5.2831,5.3198,5.3428,5.35,
2021-11-17,,,4.27,5.2091,5.21,5.3252,5.3288,5.2578,,5.27,,5.27,,,,5.2697,,5.2936,5.3367,5.36,5.3655,
2021-11-18,,,4.3769,5.265,5.2649,5.32,5.3125,5.25,,5.2633,,5.27,,,,5.2667,,5.2922,5.3392,5.36,5.3693,
2021-11-19,,,4.38,5.2128,5.2136,5.2437,5.21,5.17,,5.2026,,5.2053,,,,5.2074,,5.2546,5.3072,5.3264,5.3366,
2021-11-22,,,4.5427,5.3237,5.3256,5.3789,5.3072,5.2403,,5.28,,5.27,,,,5.2731,,5.2885,5.3482,5.3724,5.3802,
2021-11-23,,,4.8182,5.38,5.3836,5.3348,5.2143,5.1666,,5.2133,,5.2032,,,,5.2088,,5.2599,5.3409,5.3658,5.3749,
2021-11-24,,,4.5911,5.2527,5.2521,5.2535,5.1444,5.14,,5.1835,,5.1862,,,,5.1933,,5.2561,5.32,5.3479,5.355,
2021-11-25,,,4.691,5.28,5.2826,5.2459,5.1565,5.1727,,5.2076,,5.2244,,,,5.2231,,5.2829,5.3365,5.3627,5.3639,
2021-11-26,,,4.5621,5.15,5.15,5.17,5.13,5.1767,,5.2205,,5.2322,,,,5.23,,5.287,5.34,5.361,5.3631,
2021-11-29,,,4.4803,5.0733,5.073,5.1,5.08,5.115,,5.16,,5.1836,,,,5.1983,,5.263,5.3172,5.3402,5.3442,
2021-11-30,,,4.6959,5.1382,5.1412,5.0738,5.0429,5.0548,,5.1012,,5.1247,,,,5.1444,,5.2126,5.2743,5.3015,5.3035,
2021-12-01,,,4.7363,5.185,5.187,5.1228,5.1202,5.13,,5.1734,,5.2085,,,,5.2206,,5.2887,5.3286,5.3537,5.3619,
2021-12-02,,,4.7403,5.09,5.0877,5.0517,5.0603,5.0825,,5.1556,,5.1888,,,,5.1969,,5.2623,5.3003,5.3143,5.3227,
2021-12-03,,,4.7197,4.902,4.9023,4.9,4.8924,4.9014,,5.0128,,5.0894,,,,5.13,,5.197,5.2341,5.2442,5.2525,
2021-12-06,,,4.8,5.0133,5.0134,4.9842,4.9716,4.9794,,5.0747,,5.15,,,,5.1928,,5.2347,5.2439,5.2445,5.2468,
2021-12-07,,,4.9073,5.0914,5.09,5.06,5.0265,5.0079,,5.07,,5.1255,,,,5.1751,,5.1976,5.2072,5.2142,5.2136,
2021-12-08,,,4.9525,5.0661,5.07,5.0271,4.9836,4.9558,,5.0147,,5.0686,,,,5.1165,,5.143,5.1658,5.1725,5.1713,
2021-12-09,,,5.2158,5.423,5.4224,5.1713,5.06,5.0107,,5.04,,5.0701,,,,5.1158,,5.1239,5.1472,5.1522,5.15,
2021-12-10,,,5.2745,5.4369,5.4374,5.0681,4.97,4.91,,4.9271,,4.96,,,,5.0059,,5.0343,5.0786,5.0872,5.0849,
2021-12-13,,,5.29,5.5,5.5,5.1345,5.07,5.0035,,5.0135,,5.0432,,,,5.08,,5.0934,5.1348,5.152,5.1257,
2021-12-14,,,5.5128,5.5851,5.5843,5.17,5.0556,4.99,,5.0201,,5.0437,,,,5.09,,5.1093,5.1602,5.1763,5.1542,
2021-12-15,,,5.5042,5.62,5.62,5.194,5.0852,5.0026,,5.0206,,5.0433,,,,5.0898,,5.1303,5.196,5.2334,5.2126,
2021-12-16,,,5.6223,5.7306,5.7342,5.2748,5.19,5.0851,,5.0964,,5.1039,,,,5.1523,,5.2073,5.2794,5.3228,5.293,
2021-12-17,,,5.7283,5.814,5.8141,5.3824,5.27,5.1396,,5.15,,5.154,,,,5.2122,,5.2474,5.3327,5.36,5.336,
2021-12-20,,,5.9322,5.8448,5.8442,5.3639,5.2247,5.118,,5.1228,,5.1284,,,,5.184,,5.2227,5.3245,5.3491,5.3315,
2021-12-21,,,5.9367,5.7453,5.7449,5.2663,5.1511,5.0675,,5.0771,,5.0983,,,,5.16,,5.2209,5.3235,5.3492,5.3248,
2021-12-22,,,5.986,5.806,5.8066,5.2564,5.1395,5.0358,,5.0433,,5.0703,,,,5.13,,5.2123,5.329,5.3503,5.3329,
2021-12-23,,,5.8809,5.81,5.81,5.252,5.14,5.04,,5.0759,,5.0974,,,,5.1606,,5.2453,5.37,5.3859,5.366,
2021-12-24,,,5.8809,5.81,5.81,5.252,5.14,5.04,,5.0759,,5.0974,,,,5.1606,,5.2453,5.37,5.3859,5.366,
2021-12-27,,,5.8705,5.7746,5.7731,5.2231,5.13,5.0335,,5.0736,,5.0918,,,,5.1757,,5.2749,5.3945,5.407,5.3883,
2021-12-28,,,5.8096,5.6855,5.6856,5.2284,5.1413,5.0593,,5.0946,,5.096,,,,5.1805,,5.2993,5.4147,5.4201,5.3949,
2021-12-29,,,5.75,5.72,5.72,5.2771,5.1922,5.12,,5.177,,5.1983,,,,5.2663,,5.3818,5.4896,5.4981,5.4675,
2021-12-30,,,5.69,5.6563,5.6574,5.2225,5.1465,5.08,,5.1773,,5.2045,,,,5.2615,,5.3924,5.485,5.4543,5.4327,
2021-12-31,,,5.69,5.6563,5.6574,5.2225,5.1465,5.08,,5.1773,,5.2045,,,,5.2615,,5.3924,5.485,5.4543,5.4327,
2022-01-03,,,5.5516,5.6067,5.6057,5.2152,5.204,5.1475,,5.2225,,5.2431,,,,5.2841,,5.39,5.4933,5.4721,5.456,
2022-01-04,,,5.5571,5.78,5.78,5.34,5.313,5.2328,,5.2896,,5.2867,,,,5.3368,,5.4061,5.514,5.5073,5.4905,
2022-01-05,,,5.4965,5.7922,5.79,5.4399,5.414,5.3284,,5.3843,,5.3823,,5.3928,,5.4187,,5.451,5.5546,5.5576,5.5576,
2022-01-06,,,5.5104,5.774,5.7676,5.4957,5.4762,5.39,,5.4391,,5.4526,,5.4785,,5.5262,,5.5475,5.612,5.6129,5.6127,
2022-01-07,,,5.611,5.8619,5.8632,5.6381,5.5459,5.4402,,5.49,,5.5096,,5.5355,,5.59,,5.61,5.67,5.6721,5.67,
2022-01-10,,,5.416,5.7877,5.7866,5.5856,5.5219,5.4216,,5.5128,,5.5367,,5.5647,,5.6234,,5.6484,5.7159,5.7202,5.7219,
2022-01-11,,,5.48,5.8736,5.8694,5.6376,5.5618,5.4906,,5.6091,,5.6264,,5.6453,,5.7035,,5.7255,5.7777,5.7829,5.7808,
2022-01-12,,,5.5808,5.82,5.82,5.5315,5.4614,5.3983,5.4391,5.525,,5.562,,5.5826,,5.6545,,5.6844,5.7216,5.72,5.72,5.7257
2022-01-13,,,5.7666,5.9202,5.9205,5.5342,5.4569,5.3857,5.4259,5.52,,5.5519,,5.57,,5.6323,,5.6664,5.708,5.71,5.71,5.7144
2022-01-14,,,5.81,5.95,5.95,5.531,5.4439,5.37,5.4041,5.4744,,5.5092,,5.5448,,5.6128,,5.6661,5.7066,5.7068,5.7067,5.7065
2022-01-17,,,6.0112,6.05,6.05,5.6573,5.5751,5.474,5.5014,5.5679,,5.6141,,5.6416,,5.6933,,5.7356,5.7677,5.769,5.7665,5.7665
2022-01-18,,,6.1411,6.0689,6.0709,5.66,5.5762,5.474,5.5086,5.5826,,5.6277,,5.6566,,5.7065,,5.7448,5.7759,5.7736,5.77,5.7701
2022-01-19,,,6.1,5.937,5.9366,5.54,5.47,5.3765,5.4176,5.4981,,5.55,,5.5874,,5.64,,5.6817,5.71,5.7041,5.7018,5.7033
2022-01-20,,,6.2078,5.9716,5.9703,5.4879,5.36,5.28,5.32,5.3938,,5.4578,,5.51,,5.5657,,5.6252,5.6617,5.66,5.6565,5.657
2022-01-21,,,7.0469,6.2211,6.2211,5.4853,5.3624,5.28,5.33,5.414,,5.4772,,5.5287,,5.59,,5.6557,5.6823,5.683,5.681,5.6818
2022-01-24,,,6.814,6.093,6.0939,5.4424,5.34,5.26,5.3091,5.3901,,5.4602,,5.5123,,5.5746,,5.6323,5.6739,5.6738,5.6738,5.6748
2022-01-25,,,6.8899,6.192,6.1901,5.4827,5.3744,5.3049,5.3443,5.4159,,5.4776,,5.5305,,5.5934,,5.6465,5.6866,5.6868,5.6755,5.6788
2022-01-26,,,6.6707,6.2319,6.2276,5.4955,5.4124,5.3369,5.376,5.4628,,5.5296,,5.562,,5.6242,,5.6739,5.7097,5.7082,5.7,5.7004
2022-01-27,,,6.7675,6.4636,6.4638,5.6704,5.5249,5.4039,5.452,5.5152,,5.559,,5.5965,,5.6505,,5.6911,5.7259,5.72,5.7091,5.7114
2022-01-28,,,6.5,6.41,6.41,5.6528,5.53,5.3867,5.45,5.4957,,5.5547,,5.5948,,5.6439,,5.6779,5.7152,5.7086,5.6924,5.6949
2022-01-31,,,6.8,6.54,6.5381,5.7235,5.57,5.4041,5.4518,5.4868,,5.52,,5.57,,5.62,,5.6564,5.6944,5.6864,5.6668,5.6691
2022-02-01,,,6.8896,6.51,6.51,5.6544,5.5,5.3594,5.4125,5.4577,,5.4877,,5.5399,,5.5882,,5.6232,5.6548,5.6464,5.6317,5.6342
2022-02-02,,,7.0787,6.48,6.48,5.58,5.42,5.3,5.3552,5.4,,5.4273,,5.4829,,5.53,,5.57,5.5937,5.58,5.5655,5.5661
2022-02-03,,,6.933,6.26,6.2627,5.3878,5.21,5.13,5.22,5.3,,5.35,,5.4165,,5.48,,5.5331,5.5652,5.5662,5.5568,5.5587
2022-02-04,,,6.8305,6.27,6.27,5.4915,5.28,5.21,5.3,5.38,,5.4354,,5.5,,5.5555,,5.59,5.6189,5.61,5.602,5.6015
2022-02-07,,,6.8523,6.28,6.28,5.4536,5.26,5.1828,5.28,5.36,,5.42,,5.4856,,5.5426,,5.5763,5.6013,5.5965,5.5848,5.5853
2022-02-08,,,6.8761,6.36,6.36,5.5571,5.336,5.25,5.346,5.4233,,5.4926,,5.5534,,5.6,,5.6247,5.654,5.6579,5.6448,5.6438
2022-02-09,,,7.1543,6.564,6.5636,5.6998,5.4423,5.3556,5.4229,5.4756,,5.5484,,5.6044,,5.6447,,5.6599,5.6869,5.691,5.6754,5.6751
2022-02-10,,,7.08,6.552,6.5481,5.6957,5.504,5.39,5.4451,5.5024,,5.58,,5.63,,5.6678,,5.6902,5.7178,5.718,5.7048,5.7045
2022-02-11,,,7.0352,6.5543,6.5543,5.75,5.5748,5.442,5.4901,5.5377,,5.6196,,5.6495,,5.6763,,5.6964,5.7274,5.7297,5.7135,5.7146
2022-02-14,,,6.87,6.45,6.45,5.7092,5.55,5.4057,5.4421,5.5018,,5.5892,,5.6233,,5.65,,5.6766,5.7193,5.7213,5.7057,5.7048
2022-02-15,,,6.7581,6.334,6.3331,5.6131,5.44,5.31,5.365,5.4456,,5.5325,,5.58,,5.6,,5.6442,5.7056,5.7134,5.6936,5.6921
2022-02-16,,,6.7943,6.3219,6.3233,5.634,5.48,5.347,5.3817,5.45,,5.5345,,5.5901,,5.6065,,5.6444,5.7033,5.7,5.6822,5.68
2022-02-17,,,6.86,6.36,6.36,5.6995,5.5478,5.4098,5.45,5.5084,,5.59,,5.6447,,5.669,,5.6966,5.7443,5.7438,5.7268,5.7268
2022-02-18,,,7.0322,6.41,6.41,5.713,5.56,5.4398,5.4862,5.54,,5.6156,,5.6693,,5.7036,,5.7228,5.759,5.7547,5.7438,5.7438
2022-02-21,,,7.0281,6.44,6.44,5.73,5.5619,5.4429,5.49,5.54,,5.6167,,5.67,,5.7001,,5.7217,5.7591,5.7514,5.7422,5.7437
2022-02-22,,,7.0629,6.4843,6.4833,5.794,5.63,5.5116,5.5503,5.6,,5.67,,5.7231,,5.74,,5.76,5.7971,5.7832,5.7733,5.7737
2022-02-23,,,7.0125,6.404,6.4021,5.736,5.5918,5.48,5.53,5.6037,,5.6734,,5.7208,,5.7351,,5.7544,5.7659,5.76,5.75,5.75
2022-02-24,,,6.8666,6.3693,6.37,5.7623,5.6467,5.536,5.57,5.6375,,5.7,,5.7465,,5.7531,,5.7727,5.7823,5.7726,5.7638,5.7636
2022-02-25,,,6.9167,6.3338,6.3319,5.74,5.64,5.53,5.5747,5.65,,5.7041,,5.75,,5.7551,,5.77,5.7716,5.7645,5.7546,5.756
2022-03-02,,,6.7003,6.2667,6.2667,5.7462,5.66,5.5504,5.6066,5.68,,5.7255,,5.7708,,5.7744,,5.78,5.787,5.7799,5.77,5.77
2022-03-03,,,6.5612,6.2562,6.2525,5.7511,5.701,5.5865,5.6412,5.7098,,5.7472,,5.7867,,5.79,,5.787,5.7974,5.7945,5.7923,5.7878
2022-03-04,,,6.4346,6.3241,6.3223,5.8559,5.7728,5.672,5.7145,5.7728,,5.8036,,5.8375,,5.8383,,5.8285,5.8328,5.8339,5.8284,5.8263
2022-03-07,,,6.4889,6.3707,6.3716,5.9046,5.8275,5.73,5.7831,5.841,,5.8678,,5.8987,,5.8943,,5.8897,5.8875,5.8842,5.8823,5.8816
2022-03-08,,,6.3963,6.2569,6.2553,5.84,5.85,5.78,5.8257,5.8931,,5.9116,,5.934,,5.9282,,5.9301,5.9288,5.9298,5.9245,5.9268
2022-03-09,,,6.4682,6.1736,6.1721,5.75,5.7406,5.6737,5.73,5.8042,,5.83,,5.8543,,5.8526,,5.8716,5.8867,5.8941,5.8939,5.8955
2022-03-10,,,6.0665,6.02,6.02,5.77,5.77,5.7039,5.74,5.8166,,5.8337,,5.8534,,5.8564,,5.8816,5.8915,5.8867,5.8873,5.8872
2022-03-11,,,5.6763,5.918,5.9211,5.7928,5.7788,5.6926,5.7429,5.8197,,5.8374,,5.8601,,5.8705,,5.8972,5.9164,5.9224,5.9185,5.9175
2022-03-14,,,5.9396,6.0127,6.0129,5.8441,5.8425,5.7574,5.7919,5.8803,,5.9007,,5.9139,,5.9264,,5.951,5.97,5.9741,5.9666,5.9661
2022-03-15,,,6.1436,6.02,6.02,5.776,5.7621,5.69,5.7335,5.83,,5.8553,,5.8753,,5.897,,5.93,5.9573,5.9618,5.9567,5.9568
2022-03-16,,,6.2251,6.0926,6.0921,5.8689,5.8356,5.74,5.7704,5.8343,,5.8584,,5.8759,,5.89,,5.9273,5.9497,5.9518,5.9487,5.9492
2022-03-17,,,5.8433,5.7758,5.7757,5.6615,5.7,5.6421,5.6866,5.77,,5.8051,,5.83,,5.8391,,5.892,5.9213,5.9217,5.9216,5.9213
2022-03-18,,,5.6689,5.6325,5.6313,5.5353,5.5938,5.56,5.61,5.7,,5.74,,5.7608,,5.77,,5.8222,5.8563,5.8553,5.8553,5.8539
2022-03-21,,,5.0339,5.4759,5.4734,5.4855,5.5905,5.5648,5.6157,5.7048,,5.7415,,5.7592,,5.7668,,5.8216,5.8633,5.8659,5.8638,5.8603
2022-03-22,,,4.8278,5.3583,5.36,5.3975,5.4515,5.4571,5.5432,5.6272,,5.6721,,5.6971,,5.704,,5.7661,5.8286,5.8307,5.8304,5.8307
2022-03-23,,,4.5608,5.3357,5.3331,5.37,5.3917,5.3906,5.49,5.5717,,5.6176,,5.6495,,5.6519,,5.7138,5.7848,5.7866,5.785,5.7818
2022-03-24,,,4.4152,5.1447,5.1446,5.0925,5.1142,5.123,5.2382,5.33,,5.3919,,5.4471,,5.4547,,5.5264,5.6211,5.6284,5.6301,5.6271
2022-03-25,,,4.1537,5.0151,5.0087,4.9697,4.9851,4.9961,5.1,5.2025,,5.2937,,5.3613,,5.39,,5.4492,5.5526,5.5663,5.5645,5.5598
2022-03-28,,,4.8264,5.1835,5.1878,5.026,5.0408,5.0376,5.1302,5.234,,5.3263,,5.3901,,5.4274,,5.4742,5.5916,5.5991,5.5993,5.592
2022-03-29,,,5.059,5.36,5.36,5.1481,5.1163,5.106,5.1924,5.284,,5.3676,,5.4339,,5.4614,,5.5012,5.6133,5.6172,5.6131,5.6099
2022-03-30,,,5.2442,5.5572,5.5563,5.2534,5.2186,5.2133,5.28,5.3559,,5.4179,,5.4826,,5.4994,,5.545,5.6514,5.6574,5.6523,5.65
2022-03-31,,,5.6228,5.7241,5.7233,5.31,5.2575,5.2235,5.27,5.35,,5.41,,5.4752,,5.4939,,5.542,5.6437,5.6519,5.6481,5.6472
2022-04-01,,,5.5113,5.6091,5.6061,5.1521,5.0944,5.0745,5.1247,5.2115,,5.27,,5.3575,,5.3769,,5.46,5.56,5.5635,5.5622,5.557
2022-04-04,,,5.5789,5.6876,5.6875,5.1684,5.102,5.06,5.1,5.1848,,5.2363,,5.3358,,5.36,,5.4417,5.5335,5.54,5.54,5.5359
2022-04-05,,,5.5522,5.7935,5.7945,5.2849,5.2147,5.1651,5.2261,5.29,,5.3177,,5.41,,5.44,,5.498,5.5865,5.5965,5.5959,5.5955
2022-04-06,,,5.417,5.7175,5.7154,5.2959,5.2152,5.18,5.2383,5.2901,,5.31,,5.3973,,5.4364,,5.4941,5.5866,5.6028,5.6021,5.6031
2022-04-07,,,5.3682,5.7004,5.7029,5.3017,5.2098,5.1721,5.2307,5.28,,5.2979,,5.39,,5.41,,5.4733,5.5724,5.5817,5.5837,5.588
2022-04-08,,,5.5395,5.8328,5.8321,5.4312,5.3182,5.2639,5.3457,5.39,,5.4068,,5.4942,,5.5,,5.5434,5.6402,5.6518,5.6545,5.6612
2022-04-11,,,5.85,6.0053,6.008,5.6362,5.4911,5.4046,5.4971,5.5289,,5.5404,,5.6159,,5.62,,5.6544,5.7509,5.7696,5.7725,5.7853
2022-04-12,,,5.6597,5.9766,5.98,5.6597,5.522,5.4337,5.5307,5.56,,5.5682,,5.6295,,5.6261,,5.6543,5.7366,5.7514,5.754,5.7659
2022-04-13,,,5.459,5.857,5.857,5.61,5.49,5.4,5.48,5.5147,,5.54,,5.61,,5.62,,5.629,5.7158,5.7348,5.736,5.75
2022-04-14,,,5.1757,5.654,5.6536,5.5396,5.49,5.42,5.5065,5.55,,5.5664,,5.6347,,5.6475,,5.6541,5.7442,5.763,5.7667,5.7761
2022-04-18,,,4.9788,5.476,5.4781,5.4529,5.4157,5.3594,5.4246,5.4563,,5.49,,5.5744,,5.6026,,5.618,5.7271,5.7496,5.7536,5.7648
2022-04-19,,,5.0613,5.56,5.56,5.51,5.46,5.3847,5.44,5.4698,,5.5,,5.58,,5.61,,5.6399,5.7532,5.77,5.77,5.78
2022-04-20,,,4.9479,5.493,5.4936,5.5228,5.4706,5.383,5.4425,5.4702,,5.49,,5.5714,,5.5991,,5.6322,5.7436,5.76,5.7657,5.7769
2022-04-22,,,4.6572,5.45,5.4515,5.57,5.5063,5.4181,5.4767,5.5045,,5.53,,5.6078,,5.6459,,5.6748,5.7869,5.8109,5.8251,5.8317
2022-04-25,,,4.8737,5.51,5.5073,5.55,5.4864,5.3947,5.46,5.4752,,5.4974,,5.57,,5.62,,5.652,5.77,5.79,5.8,5.81
2022-04-26,,,4.7981,5.508,5.5089,5.6247,5.5651,5.4684,5.53,5.54,,5.5642,,5.62,,5.6669,,5.6971,5.8175,5.84,5.8455,5.8558
2022-04-27,,,4.6018,5.3158,5.3159,5.5472,5.5047,5.42,5.49,5.51,,5.53,,5.59,,5.6431,,5.6861,5.8028,5.827,5.8319,5.84
2022-04-28,,,4.6444,5.2535,5.2499,5.52,5.49,5.3983,5.4781,5.4996,,5.52,,5.58,,5.6331,,5.6765,5.7867,5.81,5.814,5.8251
2022-04-29,,,4.5774,5.23,5.23,5.54,5.5349,5.45,5.52,5.5252,,5.55,,5.61,,5.65,,5.6956,5.8,5.8168,5.82,5.832
2022-05-02,,,4.5305,5.2372,5.2393,5.5582,5.5896,5.5131,5.5626,5.5833,,5.5996,,5.66,,5.69,,5.7291,5.82,5.8373,5.8375,5.8469
2022-05-03,,,4.4995,5.1247,5.1249,5.4868,5.53,5.49,5.5551,5.58,,5.6114,,5.6846,,5.7158,,5.7473,5.8395,5.8531,5.8495,5.8618
2022-05-04,,,4.3186,5.0566,5.0557,5.3184,5.3884,5.38,5.4611,5.48,,5.5055,,5.5957,,5.6337,,5.6739,5.7703,5.7725,5.774,5.7861
2022-05-05,,,4.2359,5.0773,5.0758,5.4154,5.5,5.5,5.558,5.5759,,5.5907,,5.6636,,5.697,,5.7213,5.8235,5.8248,5.8265,5.8378
2022-05-06,,,4.018,5.0556,5.056,5.47,5.5627,5.5616,5.6328,5.6476,,5.6666,,5.7256,,5.75,,5.7643,5.863,5.8644,5.8667,5.8761
2022-05-09,,,4.361,5.1875,5.1879,5.5128,5.5364,5.5525,5.6209,5.6276,,5.6573,,5.7227,,5.761,,5.7655,5.86,5.86,5.8672,5.884
2022-05-10,,,4.7714,5.3593,5.36,5.6023,5.5996,5.5969,5.6573,5.67,,5.7017,,5.77,,5.81,,5.8161,5.9056,5.9094,5.9164,5.9322
2022-05-11,,,4.4725,5.1774,5.1799,5.5491,5.5994,5.6106,5.67,5.6878,,5.71,,5.7781,,5.8184,,5.8266,5.919,5.9257,5.9325,5.9426
2022-05-12,,,4.5775,5.19,5.19,5.5563,5.59,5.6035,5.6343,5.658,,5.6679,,5.7346,,5.7656,,5.7709,5.8645,5.8743,5.876,5.8814
2022-05-13,,,4.4647,5.0299,5.033,5.49,5.53,5.5399,5.57,5.59,,5.6035,,5.6688,,5.7101,,5.72,5.82,5.843,5.8458,5.854
2022-05-16,,,4.491,5.0005,5.0003,5.43,5.4592,5.4531,5.4861,5.5073,,5.51,,5.59,,5.6255,,5.64,5.75,5.7749,5.78,5.7937
2022-05-17,,,4.5428,5.1004,5.1,5.4983,5.4959,5.4599,5.495,5.5154,,5.5217,,5.6068,,5.6377,,5.6544,5.77,5.7933,5.8023,5.8233
2022-05-18,,,5.1005,5.2834,5.2794,5.5451,5.51,5.4663,5.5,5.52,,5.539,,5.6246,,5.6477,,5.6552,5.7742,5.7932,5.802,5.827
2022-05-19,,,6.1457,5.65,5.6495,5.6163,5.55,5.4848,5.49,5.5016,,5.513,,5.5967,,5.6394,,5.6511,5.7662,5.7827,5.7912,5.8152
2022-05-20,,,6.1157,5.8,5.8,5.6344,5.5563,5.4689,5.4834,5.4956,,5.519,,5.603,,5.6439,,5.6569,5.7554,5.7743,5.778,5.8042
2022-05-23,,,6.2488,5.9097,5.9104,5.71,5.56,5.4623,5.49,5.5,,5.52,,5.6154,,5.6568,,5.6676,5.766,5.7834,5.7884,5.8289
2022-05-24,,,5.886,5.8228,5.8217,5.82,5.6669,5.5702,5.6076,5.6159,,5.6456,,5.73,,5.76,,5.7721,5.8466,5.8626,5.8675,5.9052
2022-05-25,,,6.3773,5.96,5.96,5.8544,5.7357,5.6035,5.6241,5.6294,,5.6327,,5.719,,5.7427,,5.7523,5.8288,5.84,5.8476,5.8867
2022-05-26,,,6.7888,6.1542,6.1522,5.83,5.675,5.5368,5.5597,5.5603,,5.5662,,5.6568,,5.689,,5.6999,5.7902,5.8139,5.8185,5.849
2022-05-27,,,7.7038,6.3529,6.3542,5.9051,5.7594,5.5697,5.5848,5.5832,,5.59,,5.6769,,5.697,,5.709,5.7968,5.8167,5.8203,5.8554
2022-05-30,,,7.8349,6.4316,6.4337,5.9767,5.876,5.6819,5.6855,5.6838,,5.6777,,5.7533,,5.7738,,5.7824,5.8677,5.8823,5.8865,5.9176
2022-05-31,,,8.0081,6.2167,6.217,5.8067,5.76,5.58,5.5889,5.5917,,5.5974,,5.6777,,5.7069,,5.7224,5.8116,5.8318,5.8372,5.8693
2022-06-01,,,7.5778,5.974,5.9741,5.7299,5.7244,5.5906,5.6023,5.6028,,5.6147,,5.7066,,5.7482,,5.7589,5.8478,5.8778,5.884,5.9129
2022-06-02,,,7.5037,5.9627,5.9597,5.76,5.73,5.59,5.5959,5.6,,5.618,,5.7124,,5.7565,,5.766,5.8563,5.8848,5.8875,5.9135
2022-06-03,,,7.1103,5.9288,5.926,5.7367,5.6848,5.5495,5.56,5.56,,5.5767,,5.68,,5.73,,5.74,5.8343,5.8658,5.8725,5.8977
